Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
00066,P1105,Product 66,8,2010-03-07,126.71,10013,Spain
00067,P1152,Product 67,5,2011-01-23,13.69,10241,United Kingdom
00068,P1043,Product 68,9,2011-09-13,361.43,10264,Spain
00069,P1139,Product 69,9,2011-09-06,310.86,10345,Spain
00070,P1089,Product 70,3,2010-05-15,348.72,10052,Spain
00071,P1100,Product 71,13,2010-03-27,111.09,10385,Germany
00072,P1096,Product 72,10,2010-03-25,345.25,10339,Spain
00073,P1008,Product 73,6,2010-08-15,300.21,10091,Spain
00074,P1011,Product 74,6,2010-09-17,186.23,10366,France
00075,P1068,Product 75,4,2010-01-20,221.72,10443,Spain
00076,P1181,Product 76,11,2010-02-04,286.12,10454,Spain
00077,P1181,Product 77,13,2011-03-19,249.18,10427,France
00078,P1027,Product 78,10,2010-09-27,322.7,10263,Germany
00079,P1055,Product 79,3,2011-02-10,94.58,10430,Germany
00080,P1098,Product 80,1,2011-05-23,272.65,10034,France
00081,P1196,Product 81,12,2010-10-31,227.89,10205,France
00082,P1109,Product 82,7,2011-11-01,233.21,10080,Spain
00083,P1076,Product 83,5,2010-10-12,237.34,10419,Germany
00084,P1102,Product 84,14,2011-07-02,441.33,10049,Germany
00085,P1105,Product 85,10,2010-01-29,410.22,10359,Spain
00086,P1108,Product 86,7,2011-01-26,316.64,10387,United Kingdom
00087,P1111,Product 87,1,2011-02-20,359.66,10001,Spain
00088,P1057,Product 88,8,2010-05-22,26.19,10389,United Kingdom
00089,P1077,Product 89,3,2011-10-08,373.28,10053,Spain
00090,P1074,Product 90,7,2011-10-18,245.65,10105,France
00091,P1041,Product 91,12,2010-12-07,162.29,10259,Spain
00092,P1165,Product 92,3,2010-09-02,74.19,10309,France
00093,P1067,Product 93,14,2010-01-05,42.23,10476,United Kingdom
00094,P1180,Product 94,3,2011-03-25,27.22,10190,United Kingdom
00095,P1032,Product 95,10,2010-09-23,85.09,10401,France
00096,P1070,Product 96,9,2011-05-06,19.92,10217,France
00097,P1055,Product 97,13,2010-08-27,367.66,10043,Germany
00098,P1104,Product 98,2,2010-09-07,128.06,10161,Germany
00099,P1199,Product 99,14,2010-10-18,187.53,10201,Spain
00100,P1100,Product 100,4,2011-06-27,412.24,10445,France
00101,P1050,Product 101,6,2011-09-24,61.76,10483,United Kingdom
00102,P1073,Product 102,14,2010-03-20,418.62,10269,Germany
00103,P1170,Product 103,3,2011-06-05,321.57,10350,France
00104,P1120,Product 104,12,2011-03-26,174.3,10303,United Kingdom
00105,P1142,Product 105,10,2011-07-10,63.31,10270,United Kingdom
00106,P1165,Product 106,14,2010-05-24,50.29,10455,France
00107,P1142,Product 107,10,2010-04-30,171.08,10461,Spain
00108,P1004,Product 108,7,2011-07-19,74.47,10214,Germany
00109,P1082,Product 109,7,2011-07-31,137.52,10251,Germany
00110,P1181,Product 110,5,2010-06-25,31.21,10189,France
00111,P1050,Product 111,3,2010-03-11,299.53,10295,Spain
00112,P1009,Product 112,2,2011-09-25,76.91,10212,United Kingdom
00113,P1139,Product 113,4,2010-07-22,379.58,10207,Spain
00114,P1003,Product 114,14,2010-06-29,113.0,10236,Germany
00115,P1094,Product 115,13,2011-08-16,400.0,10337,France
00116,P1145,Product 116,4,2011-07-21,98.99,10366,Germany
00117,P1079,Product 117,11,2011-11-22,362.08,10052,France
00118,P1035,Product 118,8,2011-09-02,169.87,10279,Spain
00119,P1024,Product 119,8,2010-04-20,293.64,10409,Germany
00120,P1097,Product 120,13,2011-02-28,24.14,10216,Spain
00121,P1163,Product 121,5,2011-10-27,250.15,10251,Germany
00122,P1100,Product 122,13,2011-05-18,78.6,10187,Spain
00123,P1194,Product 123,6,2011-02-10,245.73,10379,Germany
00124,P1008,Product 124,8,2011-09-29,74.97,10492,France
00125,P1060,Product 125,1,2010-04-01,221.36,10040,Spain
00126,P1052,Product 126,5,2010-10-21,59.76,10156,Spain
00127,P1145,Product 127,4,2011-01-28,113.88,10014,France
00128,P1170,Product 128,4,2010-02-06,299.56,10300,United Kingdom
00129,P1162,Product 129,11,2011-06-01,488.45,10064,Germany
00130,P1062,Product 130,2,2011-10-24,227.35,10344,Germany
00131,P1120,Product 131,10,2010-11-12,345.15,10326,France
00132,P1104,Product 132,1,2010-06-21,272.02,10008,Germany
00133,P1003,Product 133,14,2011-02-10,251.69,10343,Spain
00134,P1092,Product 134,6,2010-09-19,37.03,10128,Spain
00135,P1168,Product 135,7,2011-04-29,76.43,10491,France
00136,P1172,Product 136,5,2010-01-27,442.11,10135,Spain
00137,P1177,Product 137,8,2011-05-10,208.03,10471,United Kingdom
00138,P1027,Product 138,9,2010-02-24,309.09,10062,Germany
00139,P1169,Product 139,11,2010-09-06,266.48,10138,France
00140,P1079,Product 140,11,2010-09-30,192.55,10498,France
00141,P1075,Product 141,2,2010-09-16,196.97,10080,Germany
00142,P1115,Product 142,11,2010-07-10,279.96,10391,United Kingdom
00143,P1068,Product 143,13,2011-07-29,74.87,10162,France
00144,P1097,Product 144,4,2011-03-22,196.69,10418,Germany
00145,P1000,Product 145,11,2011-05-17,226.25,10288,United Kingdom
00146,P1166,Product 146,9,2011-09-08,492.64,10378,France
00147,P1095,Product 147,5,2011-01-28,178.97,10260,United Kingdom
00148,P1016,Product 148,3,2011-02-12,324.07,10489,France
00149,P1111,Product 149,6,2011-11-04,73.02,10230,Germany
00150,P1090,Product 150,3,2011-11-14,37.41,10040,Germany
00151,P1087,Product 151,14,2010-04-19,436.41,10027,Germany
00152,P1162,Product 152,5,2011-10-14,366.71,10134,United Kingdom
00153,P1173,Product 153,3,2011-08-28,162.16,10200,Spain
00154,P1169,Product 154,6,2010-04-13,254.77,10327,United Kingdom
00155,P1166,Product 155,12,2010-08-14,72.19,10267,Germany
00156,P1089,Product 156,10,2010-12-19,355.04,10417,France
00157,P1048,Product 157,5,2010-06-09,39.81,10032,Spain
00158,P1189,Product 158,14,2011-02-08,379.73,10047,United Kingdom
00159,P1037,Product 159,9,2011-12-08,275.68,10406,United Kingdom
00160,P1150,Product 160,3,2010-11-20,143.03,10061,France
00161,P1149,Product 161,6,2010-05-25,431.97,10215,France
00162,P1131,Product 162,8,2011-04-10,493.11,10292,Germany
00163,P1176,Product 163,7,2010-05-12,130.9,10098,United Kingdom
00164,P1058,Product 164,6,2010-04-03,404.09,10171,France
00165,P1067,Product 165,14,2010-09-30,376.33,10359,France
00166,P1198,Product 166,2,2011-12-05,374.86,10213,Spain
00167,P1129,Product 167,7,2011-06-18,478.83,10474,Germany
00168,P1048,Product 168,8,2010-07-13,245.88,10034,Germany
00169,P1125,Product 169,1,2010-06-19,338.71,10448,United Kingdom
00170,P1158,Product 170,9,2011-04-05,412.82,10226,France
00171,P1110,Product 171,4,2010-01-11,242.37,10100,Germany
00172,P1167,Product 172,8,2010-06-30,243.31,10430,United Kingdom
00173,P1047,Product 173,10,2010-08-20,162.73,10461,Germany
00174,P1050,Product 174,7,2010-01-29,391.51,10130,United Kingdom
00175,P1042,Product 175,14,2011-06-16,344.67,10256,France
00176,P1097,Product 176,13,2010-01-05,228.31,10004,Germany
00177,P1182,Product 177,10,2011-06-30,212.57,10217,United Kingdom
00178,P1176,Product 178,7,2010-05-20,40.93,10254,United Kingdom
00179,P1123,Product 179,2,2010-01-28,8.22,10397,France
00180,P1079,Product 180,1,2010-04-08,266.8,10358,Germany
00181,P1184,Product 181,4,2010-09-19,211.66,10282,United Kingdom
00182,P1110,Product 182,12,2010-01-19,399.04,10392,United Kingdom
00183,P1142,Product 183,2,2010-01-12,273.61,10206,United Kingdom
00184,P1026,Product 184,8,2011-06-21,468.67,10014,United Kingdom
00185,P1195,Product 185,10,2011-06-09,102.09,10345,Germany
00186,P1191,Product 186,7,2011-04-10,495.12,10041,Spain
00187,P1157,Product 187,8,2011-08-11,152.47,10379,Germany
00188,P1163,Product 188,11,2010-09-16,323.0,10460,United Kingdom
00189,P1194,Product 189,6,2010-01-24,253.42,10178,Germany
00190,P1112,Product 190,1,2010-01-08,182.99,10062,Germany
00191,P1085,Product 191,14,2010-08-16,73.96,10351,France
00192,P1113,Product 192,13,2011-01-11,71.74,10230,France
00193,P1123,Product 193,13,2010-05-03,357.2,10240,United Kingdom
00194,P1048,Product 194,12,2010-03-31,191.93,10051,Spain
00195,P1075,Product 195,9,2011-04-01,480.84,10095,France
00196,P1054,Product 196,6,2010-08-12,166.2,10387,Germany
00197,P1055,Product 197,12,2010-09-14,491.84,10221,United Kingdom
00198,P1195,Product 198,13,2011-05-30,106.68,10484,Spain
00199,P1094,Product 199,10,2010-05-28,55.89,10406,France
00200,P1043,Product 200,1,2011-01-22,159.72,10230,United Kingdom
00201,P1158,Product 201,1,2011-12-02,443.36,10236,Spain
00202,P1185,Product 202,8,2011-11-30,263.32,10142,United Kingdom
00203,P1086,Product 203,6,2011-03-14,72.15,10170,Spain
00204,P1180,Product 204,8,2011-12-01,105.24,10028,France
00205,P1083,Product 205,8,2011-09-28,159.07,10035,Germany
00206,P1150,Product 206,11,2010-02-06,297.13,10012,Germany
00207,P1155,Product 207,14,2011-10-23,169.53,10159,France
00208,P1015,Product 208,8,2010-04-16,374.79,10326,France
00209,P1164,Product 209,10,2011-09-07,310.07,10186,France
00210,P1148,Product 210,7,2010-08-20,437.54,10242,Spain
00211,P1144,Product 211,7,2010-05-26,252.98,10085,Spain
00212,P1036,Product 212,10,2010-01-17,168.93,10283,Spain
00213,P1076,Product 213,4,2010-06-08,498.15,10065,Spain
00214,P1146,Product 214,9,2010-10-09,181.04,10169,Spain
00215,P1157,Product 215,12,2010-10-05,217.16,10044,Spain
00216,P1044,Product 216,2,2010-05-05,405.52,10061,Spain
00217,P1145,Product 217,11,2011-11-16,48.87,10440,France
00218,P1061,Product 218,9,2011-02-24,196.31,10133,Spain
00219,P1163,Product 219,10,2010-11-16,47.43,10283,United Kingdom
00220,P1099,Product 220,3,2011-11-06,73.96,10027,Spain
00221,P1051,Product 221,14,2011-12-16,7.3,10107,Germany
00222,P1018,Product 222,13,2011-04-27,9.72,10043,Germany
00223,P1108,Product 223,2,2011-10-29,193.24,10339,France
00224,P1043,Product 224,13,2010-11-20,405.54,10285,Germany
00225,P1006,Product 225,4,2011-01-30,295.57,10445,Germany
00226,P1171,Product 226,5,2010-07-05,319.28,10330,Germany
00227,P1116,Product 227,2,2011-04-11,262.03,10127,France
00228,P1067,Product 228,13,2010-02-26,410.8,10347,France
00229,P1033,Product 229,1,2011-12-30,440.79,10472,Spain
00230,P1193,Product 230,10,2011-04-03,425.62,10230,Germany
00231,P1068,Product 231,11,2010-07-27,407.01,10189,Spain
00232,P1054,Product 232,5,2011-12-15,95.44,10224,France
00233,P1009,Product 233,9,2010-03-15,298.97,10384,Spain
00234,P1041,Product 234,12,2011-04-29,293.17,10376,Spain
00235,P1040,Product 235,12,2010-03-26,266.33,10282,Germany
00236,P1196,Product 236,5,2011-09-24,243.0,10445,France
00237,P1121,Product 237,12,2010-01-14,49.14,10120,Germany
00238,P1137,Product 238,11,2011-10-03,55.57,10115,Spain
00239,P1009,Product 239,10,2010-02-18,451.63,10460,France
00240,P1101,Product 240,9,2011-03-02,316.94,10232,Spain
00241,P1187,Product 241,14,2010-12-25,134.85,10258,Spain
00242,P1127,Product 242,13,2010-08-30,143.25,10358,Germany
00243,P1178,Product 243,12,2010-02-22,307.05,10197,France
00244,P1148,Product 244,10,2010-03-10,206.43,10455,France
00245,P1135,Product 245,6,2011-07-06,223.46,10410,Germany
00246,P1192,Product 246,3,2011-11-27,35.02,10136,United Kingdom
00247,P1091,Product 247,4,2011-10-07,73.68,10317,Germany
00248,P1112,Product 248,4,2010-02-25,199.71,10164,Germany
00249,P1077,Product 249,1,2011-04-01,351.34,10224,United Kingdom
00250,P1084,Product 250,3,2010-09-12,28.77,10306,France
00251,P1029,Product 251,3,2010-01-05,170.61,10233,United Kingdom
00252,P1048,Product 252,13,2011-08-04,349.06,10171,Spain
00253,P1008,Product 253,14,2010-02-21,397.07,10151,Spain
00254,P1144,Product 254,1,2010-11-25,99.16,10462,Germany
00255,P1068,Product 255,13,2010-04-08,367.09,10314,Spain
00256,P1057,Product 256,9,2010-06-10,477.93,10373,United Kingdom
00257,P1184,Product 257,11,2011-02-10,453.87,10159,Spain
00258,P1061,Product 258,1,2011-07-31,395.74,10095,France
00259,P1051,Product 259,9,2010-11-23,357.6,10471,Germany
00260,P1188,Product 260,1,2010-08-31,121.39,10232,Germany
00261,P1039,Product 261,2,2011-05-19,318.78,10179,France
00262,P1165,Product 262,2,2011-01-02,323.42,10112,France
00263,P1170,Product 263,14,2011-12-25,206.38,10317,Germany
00264,P1062,Product 264,6,2011-03-18,249.04,10496,France
00265,P1146,Product 265,7,2010-06-03,348.54,10441,Spain
00266,P1049,Product 266,11,2010-08-22,476.29,10051,Spain
00267,P1160,Product 267,1,2011-10-14,151.18,10267,Spain
00268,P1140,Product 268,3,2010-11-29,126.95,10294,Spain
00269,P1077,Product 269,2,2011-05-10,302.89,10385,United Kingdom
00270,P1096,Product 270,8,2010-04-25,69.75,10386,United Kingdom
00271,P1189,Product 271,9,2011-01-04,293.35,10112,United Kingdom
00272,P1042,Product 272,13,2010-11-29,48.98,10100,United Kingdom
00273,P1176,Product 273,2,2010-05-10,247.84,10112,Spain
00274,P1035,Product 274,2,2010-06-27,312.11,10439,Spain
00275,P1121,Product 275,10,2010-04-05,39.7,10080,France
00276,P1107,Product 276,9,2010-11-13,107.44,10186,United Kingdom
00277,P1009,Product 277,14,2010-04-11,171.01,10112,United Kingdom
00278,P1094,Product 278,4,2010-07-15,187.46,10001,Germany
00279,P1005,Product 279,5,2010-07-27,339.67,10129,France
00280,P1056,Product 280,13,2011-08-30,266.87,10219,Spain
00281,P1128,Product 281,11,2011-04-18,194.14,10053,France
00282,P1070,Product 282,9,2011-09-07,228.08,10342,France
00283,P1185,Product 283,6,2010-01-08,11.42,10484,Germany
00284,P1020,Product 284,10,2010-05-16,386.41,10223,Germany
00285,P1091,Product 285,12,2011-09-02,25.3,10224,France
00286,P1126,Product 286,9,2010-09-18,415.51,10384,United Kingdom
00287,P1079,Product 287,9,2010-05-27,272.79,10402,Spain
00288,P1055,Product 288,7,2011-04-03,266.27,10125,Germany
00289,P1115,Product 289,14,2011-11-28,353.77,10129,Germany
00290,P1147,Product 290,12,2011-03-14,430.48,10052,Spain
00291,P1181,Product 291,10,2011-02-17,471.61,10171,Germany
00292,P1024,Product 292,9,2011-05-15,273.97,10217,France
00293,P1155,Product 293,5,2010-08-20,79.58,10159,Spain
00294,P1004,Product 294,5,2010-04-11,439.92,10197,United Kingdom
00295,P1119,Product 295,12,2010-05-27,25.13,10415,Germany
00296,P1020,Product 296,8,2011-12-18,404.63,10246,Germany
00297,P1017,Product 297,10,2011-05-22,341.81,10323,France
00298,P1174,Product 298,4,2011-07-12,452.84,10438,United Kingdom
00299,P1197,Product 299,9,2010-04-14,449.24,10202,Germany
00300,P1056,Product 300,7,2010-12-02,31.31,10183,Spain
00301,P1092,Product 301,7,2011-03-22,306.68,10122,Spain
00302,P1018,Product 302,13,2011-03-20,66.71,10400,France
00303,P1127,Product 303,3,2010-04-28,43.84,10254,France
00304,P1096,Product 304,4,2011-06-01,226.9,10293,Germany
00305,P1192,Product 305,7,2011-12-24,53.31,10279,France
00306,P1130,Product 306,11,2011-07-21,365.31,10324,Spain
00307,P1169,Product 307,11,2011-06-15,484.63,10371,France
00308,P1020,Product 308,14,2010-03-29,286.94,10097,Spain
00309,P1039,Product 309,5,2011-09-21,121.41,10197,Germany
00310,P1066,Product 310,12,2011-04-21,422.39,10469,Spain
00311,P1152,Product 311,3,2011-11-13,427.29,10394,France
00312,P1126,Product 312,1,2011-04-30,367.73,10239,Spain
00313,P1054,Product 313,7,2011-10-24,309.49,10143,Spain
00314,P1179,Product 314,6,2010-10-22,434.56,10096,United Kingdom
00315,P1171,Product 315,10,2011-12-21,85.83,10200,United Kingdom
00316,P1108,Product 316,7,2011-01-16,466.14,10123,Germany
00317,P1097,Product 317,14,2010-10-10,473.87,10186,Spain
00318,P1183,Product 318,2,2011-11-17,436.64,10325,Spain
00319,P1182,Product 319,13,2011-10-01,129.08,10463,Spain
00320,P1111,Product 320,12,2010-06-05,429.8,10348,United Kingdom
00321,P1197,Product 321,4,2010-06-29,251.33,10258,Spain
00322,P1114,Product 322,2,2010-03-28,299.49,10147,United Kingdom
00323,P1116,Product 323,8,2011-02-10,421.1,10251,Germany
00324,P1086,Product 324,7,2011-05-11,19.64,10442,Spain
00325,P1080,Product 325,1,2010-09-24,184.66,10419,Spain
00326,P1065,Product 326,2,2011-08-17,408.77,10402,France
00327,P1018,Product 327,2,2010-03-05,407.91,10345,United Kingdom
00328,P1134,Product 328,4,2010-04-29,425.1,10450,France
00329,P1117,Product 329,3,2010-12-07,88.76,10146,Germany
00330,P1190,Product 330,1,2010-11-09,354.41,10147,United Kingdom
00331,P1041,Product 331,12,2010-06-12,77.52,10351,Spain
00332,P1041,Product 332,14,2011-05-20,393.62,10198,Spain
00333,P1058,Product 333,2,2010-10-20,126.34,10307,Spain
00334,P1019,Product 334,11,2011-11-21,370.22,10488,Spain
00335,P1072,Product 335,9,2011-01-12,230.23,10416,Germany
00336,P1016,Product 336,13,2011-06-26,493.2,10423,Spain
00337,P1026,Product 337,1,2011-02-05,292.05,10127,Spain
00338,P1174,Product 338,9,2011-11-04,318.13,10038,Spain
00339,P1001,Product 339,7,2011-02-04,187.24,10337,France
00340,P1062,Product 340,2,2011-02-03,368.59,10359,Germany
00341,P1061,Product 341,2,2011-05-02,249.97,10128,United Kingdom
00342,P1099,Product 342,5,2011-05-30,13.94,10266,Germany
00343,P1018,Product 343,13,2010-01-24,306.25,10475,Germany
00344,P1016,Product 344,5,2010-02-28,416.08,10440,Germany
00345,P1068,Product 345,4,2010-08-28,122.22,10472,Spain
00346,P1166,Product 346,12,2010-11-07,114.43,10433,France
00347,P1116,Product 347,10,2010-11-17,306.4,10150,France
00348,P1198,Product 348,10,2011-11-03,409.9,10414,France
00349,P1080,Product 349,13,2011-04-26,128.56,10477,France
00350,P1038,Product 350,12,2011-07-26,466.47,10297,United Kingdom
00351,P1035,Product 351,3,2011-02-18,464.06,10098,France
00352,P1167,Product 352,4,2010-11-18,104.27,10262,Spain
00353,P1172,Product 353,10,2011-02-06,135.57,10251,Spain
00354,P1131,Product 354,4,2010-02-28,351.8,10143,France
00355,P1152,Product 355,2,2010-02-22,476.11,10345,United Kingdom
00356,P1196,Product 356,5,2010-03-05,356.39,10111,France
00357,P1157,Product 357,5,2011-09-25,225.23,10499,Spain
00358,P1195,Product 358,5,2010-04-29,88.66,10059,Spain
00359,P1028,Product 359,11,2010-10-13,233.2,10368,Spain
00360,P1195,Product 360,11,2010-01-18,305.35,10001,Germany
00361,P1050,Product 361,10,2010-01-05,168.82,10384,Spain
00362,P1151,Product 362,1,2011-01-27,257.58,10303,France
00363,P1013,Product 363,6,2010-06-09,69.46,10253,Spain
00364,P1068,Product 364,11,2010-05-22,228.83,10139,United Kingdom
00365,P1145,Product 365,2,2011-02-01,49.93,10452,Germany
00366,P1169,Product 366,7,2010-01-18,29.3,10036,United Kingdom
00367,P1056,Product 367,4,2011-08-03,429.33,10159,Spain
00368,P1011,Product 368,5,2010-04-24,106.52,10008,Germany
00369,P1016,Product 369,5,2011-06-18,289.7,10232,Germany
00370,P1029,Product 370,5,2011-06-16,78.75,10098,Germany
00371,P1087,Product 371,2,2011-04-06,134.95,10146,Spain
00372,P1098,Product 372,5,2011-09-02,183.86,10303,United Kingdom
00373,P1022,Product 373,3,2011-09-09,76.12,10207,Spain
00374,P1128,Product 374,4,2010-10-13,27.75,10130,Germany
00375,P1078,Product 375,13,2010-01-05,439.19,10403,Spain
00376,P1031,Product 376,2,2010-05-09,10.86,10151,Germany
00377,P1008,Product 377,4,2011-11-02,35.35,10053,Germany
00378,P1014,Product 378,13,2011-05-14,403.51,10119,Germany
00379,P1155,Product 379,9,2010-10-03,144.59,10160,Spain
00380,P1151,Product 380,8,2010-03-24,362.8,10407,Spain
00381,P1187,Product 381,13,2010-04-28,77.38,10115,Germany
00382,P1162,Product 382,14,2010-01-29,122.45,10074,France
00383,P1026,Product 383,11,2010-12-24,288.52,10112,United Kingdom
00384,P1108,Product 384,12,2011-10-12,494.37,10455,Germany
00385,P1075,Product 385,3,2010-06-06,41.36,10419,Germany
00386,P1147,Product 386,1,2010-01-31,203.27,10421,Germany
00387,P1064,Product 387,1,2010-10-13,26.33,10103,Germany
00388,P1176,Product 388,6,2011-10-27,103.62,10339,Germany
00389,P1108,Product 389,3,2010-12-02,454.2,10253,France
00390,P1128,Product 390,4,2011-07-24,52.75,10226,Spain
00391,P1009,Product 391,1,2010-11-09,429.14,10111,France
00392,P1046,Product 392,8,2011-08-22,93.01,10472,Germany
00393,P1122,Product 393,1,2010-05-03,431.58,10098,Germany
00394,P1058,Product 394,5,2011-12-04,271.32,10152,Germany
00395,P1095,Product 395,6,2011-01-06,439.71,10348,Spain
00396,P1189,Product 396,2,2010-11-10,80.09,10401,United Kingdom
00397,P1102,Product 397,7,2010-01-28,382.21,10383,United Kingdom
00398,P1123,Product 398,7,2010-06-04,341.95,10365,France
00399,P1085,Product 399,1,2010-08-18,273.75,10337,France
00400,P1145,Product 400,4,2011-07-03,406.24,10193,United Kingdom
00401,P1111,Product 401,12,2010-01-06,325.9,10309,Germany
00402,P1173,Product 402,13,2011-04-18,439.14,10162,Spain
00403,P1159,Product 403,4,2010-11-14,193.63,10207,France
00404,P1026,Product 404,5,2010-08-13,297.01,10444,Spain
00405,P1017,Product 405,1,2010-02-02,435.95,10168,Germany
00406,P1166,Product 406,1,2010-03-30,111.33,10483,Germany
00407,P1176,Product 407,7,2010-11-30,245.44,10160,France
00408,P1081,Product 408,9,2010-02-09,480.57,10067,United Kingdom
00409,P1171,Product 409,1,2011-11-12,239.43,10288,United Kingdom
00410,P1071,Product 410,2,2011-01-10,130.15,10397,United Kingdom
00411,P1053,Product 411,6,2010-10-25,178.78,10276,Germany
00412,P1161,Product 412,6,2011-01-28,443.12,10303,Germany
00413,P1070,Product 413,2,2010-01-18,477.67,10403,Spain
00414,P1163,Product 414,9,2011-06-11,475.3,10383,Spain
00415,P1145,Product 415,4,2010-05-12,350.98,10391,Spain
00416,P1037,Product 416,13,2010-10-17,257.25,10134,Germany
00417,P1186,Product 417,7,2010-07-28,95.43,10194,United Kingdom
00418,P1136,Product 418,6,2010-11-23,65.99,10400,Germany
00419,P1199,Product 419,11,2011-05-18,34.58,10127,Spain
00420,P1178,Product 420,13,2010-10-06,13.77,10032,Spain
00421,P1034,Product 421,11,2011-01-17,439.67,10175,Spain
00422,P1081,Product 422,3,2010-11-05,405.5,10459,Spain
00423,P1132,Product 423,8,2010-10-04,286.07,10442,France
00424,P1141,Product 424,7,2010-03-17,499.37,10370,Spain
00425,P1157,Product 425,9,2010-10-25,476.76,10469,Germany
00426,P1003,Product 426,3,2011-01-13,329.28,10374,France
00427,P1166,Product 427,1,2011-03-09,234.96,10021,United Kingdom
00428,P1191,Product 428,2,2010-04-22,80.32,10237,Germany
00429,P1152,Product 429,12,2010-03-13,260.22,10157,Germany
00430,P1155,Product 430,11,2010-11-13,83.08,10037,United Kingdom
00431,P1193,Product 431,12,2010-01-21,202.23,10229,Germany
00432,P1149,Product 432,1,2010-07-07,471.61,10364,France
